아이디,총 단어의 수,매칭된 단어,카테고리 분류 결과,카테고리 최종 결과
arame0777,4360,"['미노', '수려', '침대', '지속', '전쟁', '커튼', '잉크', '퀴드', '김종민', '밀착', '컬처', '외투', '업글', '코디', '광채', '야외', '티브', '웨딩링', '파운데이션', '페리페라', '아리따움', '카페인', '토요일', '수납', '키스', '싱가포르', '귀신', '찰떡', '센텔', '야경', '봄코디', '척추', '달걀', '이징', '아이디', '웜톤', '성광고', '주얼', '욕심', '플라자', '노폐물', '팔레트', '데님', '스트립', '모공', '세련', '블라우스', '실크', '유칼립투스', '유스', '브로', '내일', '리빙', '뮤지컬', '비행기', '크리미', '원피스', '가죽', '전부', '베이스', '가구', '피지', '코랄', '건성', '틴트', '스티커', '먹물', '뇌피셜', '랭킹', '웨스트', '낭낭', '고발', '웜톤립', '조성아', '재킷', '정원', '우드', '데스크', '캐릭터', '햇살', '상하', '리페', '코코', '가스톤루', '도포', '캐럿', '오나라', '알유', '월요일', '크러쉬', '벨벳', '스컬', '네스프레소', '레드베리', '강도', '이지', '미샤', '립스틱', '잡티', '프라이머', '핫핑크', '누디', '베이비', '바나나', '부르조아', '콜라보', '공항', '어른', '프트', '파란', '눙크', '컨실러', '목금', '핸드', '조명', '블루투스', '단어', '루나', '파이트', '셔츠', '주사위', '애착', '포스터', '존박', '스웨덴', '영어', '프루티', '소통', '아크', '스팅', '표피', '쫀쫀', '메이크업', '고기', '에센스', '팩코디', '하트', '난리', '모노레일', '호캉스', '성제', '다이닝', '군인', '수학', '대기', '이니스프리', '크런치', '스팟', '백설공주', '미국', '블러', '슬랙스', '코덕', '서포터즈', '드뽀', '타워', '발색', '이드', '프리즘', '공감', '의류', '투어', '핑키', '잘못', '아쉬움', '홍조', '빨대', '아미노산', '강사', '산소']","[('뷰티', 81), ('육아', 31), ('인테리어', 17), ('헬스', 14), ('여행', 13), ('패션', 12), ('푸드', 2)]",뷰티
fog.coffee,4868,"['축하', '인천', '이지', '하트', '난리', '내일', '네이비', '바나나', '언제', '이드', '땡땡', '생크림', '카페인', '토요일', '공부', '찰떡', '정신', '빨대', '흥미', '월요일']","[('육아', 9), ('헬스', 5), ('뷰티', 3), ('여행', 1), ('패션', 1), ('푸드', 1)]",-
duedrop_,944,"['축하', '물놀이', '침대', '메이크업', '블라우스', '립스틱', '고양이', '진주', '화이팅', '냐옹', '밀착', '아이라이너', '너희', '원피스', '몰카', '발전', '코랄', '틴트', '출전', '조심', '고발', '웜톤립', '긍정', '대회', '놀람', '투페이스', '투어', '찰떡', '정신', '베트남', '교육', '웜톤', '비엔', '월요일']","[('뷰티', 12), ('헬스', 9), ('육아', 4), ('펫', 3), ('여행', 3), ('패션', 2), ('인테리어', 1)]",-
livefreely_h,3499,"['숙소', '해바라기', '활활', '여의도', '오일이', '섬유', '초복', '제주도', '퀴드', '퇴치', '밀착', '튤립', '자동', '광채', '주머니', '마르', '라이프스타일', '눈사람', '저분자', '무마', '범계', '성당', '유연제', '찰떡', '야경', '이징', '울산', '리치', '모공', '물놀이', '아빠', '인천', '유한양행', '어보', '국민', '진주', '드레이팅', '뮤지컬', '크리미', '일몰', '운동복', '일부러', '로열', '언제', '줌마', '비행', '생크림', '오페라', '공부', '제모', '렌징', '브릭', '잡티', '필수품', '데리', '애교', '팩워', '미영', '당일치기', '공항', '눈썸', '쫀쫀하', '익선동', '육아', '브러쉬', '핸드', '아기', '학교', '마누카', '스냅', '볼륨', '분갈이', '조카', '질량', '어린이', '팔로', '미술', '스팅', '쫀쫀', '메이크업', '에센스', '임상실험', '난리', '텐셀', '업데이트', '윤기', '색칠', '크레이프', '조미료', '스팟', '데코', '종착', '소독', '달라', '밴드', '서포터즈', '이드', '딥클렌징', '투어', '물가', '할배', '홍조', '아미노산']","[('뷰티', 35), ('육아', 31), ('여행', 18), ('푸드', 6), ('헬스', 5), ('인테리어', 5), ('패션', 2), ('펫', 1)]",뷰티
1amny,614,"['축하', '숙소', '물놀이', '천국', '바르셀로나', '튜브', '립스틱', '놀이', '카메라', '호캉스', '오사카', '원피스', '공항', '패러글라이딩', '교복', '떡볶이', '정원', '전망대', '두바이', '비키니', '낙원', '감쪽', '요금']","[('여행', 14), ('헬스', 2), ('육아', 2), ('뷰티', 2), ('패션', 2), ('푸드', 1)]",여행
heeaeshin,2949,"['첨가', '정관', '소통', '팔레트', '화석', '인생샷', '물놀이', '청년유니온', '모던', '지속', '메이크업', '소품', '찬스', '존예', '밴딩', '블라우스', '윤지', '천국', '쿨톤', '립스틱', '아르케', '필수품', '블러셔', '도어', '정사', '일상생활', '원피스', '가죽', '다크', '코랄', '코디', '스팟', '주머니', '여행기', '컨실러', '블러', '프루프', '침실', '디파', '파운데이션', '어워드', '발색', '이드', '동영상', '아인', '학교', '코코', '봄볕', '찰떡', '볼륨', '보더', '이징', '웜톤', '쓰시', '야광', '체인']","[('뷰티', 27), ('육아', 14), ('인테리어', 5), ('패션', 5), ('여행', 3), ('푸드', 1), ('펫', 1)]",-
ssuri0128,1623,"['에프', '숙소', '포메', '물놀이', '크롭티', '메이크업', '전쟁', '천국', '국민', '코치', '슬픔', '고양이', '제주도', '가요', '난리', '내일', '밀착', '꼬리', '데리', '자켓', '목표', '코디', '강릉', '언제', '티브', '교복', '동물병원', '무럭무럭', '반려', '정원', '달라', '빡빡', '나이키', '어린이날', '동영상', '토요일', '학교', '가디건', '마틴', '포메라니안', '정신', '주근깨', '슬슬', '슬리브', '강아지', '무지개', '월요일']","[('헬스', 11), ('육아', 11), ('펫', 8), ('패션', 8), ('여행', 6), ('뷰티', 3)]",-
motiple_ccmk,8594,"['미노', '축하', '스트', '유산', '휘트니', '지크', '강도', '태닝', '침대', '아빠', '지속', '메이크업', '바가지', '스트레칭', '발목', '신랑', '메스', '마음가짐', '반려견', '접종', '지방', '습관', '동작', '클라인', '고양이', '볶음', '염분', '화이팅', '합병증', '복부', '내일', '머슬', '피트니스', '원님', '어깨', '심혈관계', '레이즈', '바나나', '포징', '으루', '헬스장', '복근', '가슴', '트레이닝', '목표', '출전', '하복', '어른', '향상', '파이널', '테크노', '교정', '슬레', '턱걸이', '면역', '레슨', '성적', '퉁퉁', '스쿼트', '통증', '모델링', '아동', '지름', '유청', '위원', '긍정', '선수', '재활', '꼬기', '신체', '대회', '파트너', '나이키', '주최', '하체', '쇠질', '숄더', '발달', '무대', '이두', '소모', '골반', '비키니', '키스', '전면', '공복', '최선', '잘못', '범위', '근육', '증가', '포메라니안', '정신', '척추', '짭쪼름', '신형', '피티', '애견', '슬슬', '덤벨', '데드리프트', '몸짱', '강아지', '산소', '월요일', '트레이너']","[('헬스', 70), ('육아', 14), ('펫', 7), ('뷰티', 6), ('인테리어', 4), ('푸드', 3), ('여행', 1), ('패션', 1)]",헬스
realmommy2,1650,"['욕심', '어린이', '쇼룸', '미술', '사심', '아빠', '소품', '소파', '동복', '브릭', '가요', '업데이트', '여보', '화이팅', '내일', '마미', '임산부', '네이비', '텃밭', '단독주택', '원피스', '출산', '유아', '튤립', '회의', '스티커', '방학', '언제', '임신', '스탠드', '바이올렛', '주택', '조이', '팬츠', '정원', '아기', '밴드', '조명', '이드', '어린이날', '미시', '아인', '키즈', '토요일', '웹디자인', '수유', '가디건', '중정', '기장', '여름방학', '정신', '아이디', '타투', '세로', '배치', '키카', '이하이', '자격증', '월요일']","[('육아', 22), ('인테리어', 13), ('헬스', 8), ('뷰티', 7), ('패션', 6), ('푸드', 2), ('여행', 1)]",-
j.dy_,360,"['화이팅', '언제', '내일', '턱걸이', '스컬', '최악', '데리', '정신', '후쿠오카', '헤드폰', '달라', '오늘이', '거래처', '헤드셋', '조개', '슬리브', '스티커', '아이라인', '업뎃', '하트', '제주도', '도대체']","[('육아', 7), ('헬스', 5), ('여행', 3), ('패션', 3), ('뷰티', 2), ('푸드', 2)]",-
neckdi,3804,"['벼룩시장', '영어', '축하', '숙소', '소통', '여행자', '주부', '미술', '한글', '복도', '대고', '침대', '벽화', '아빠', '고기', '인천', '지점', '포지', '북극', '커튼', '화산', '고양이', '도대체', '필수품', '카메라', '게다가', '바위', '매년', '만끽', '자재', '비행기', '축복', '숙주', '다이닝', '너희', '전부', '가구', '돼지고기', '꼬질꼬질', '곳곳', '대기', '빗물', '식탁', '일부러', '대성당', '트래킹', '방전', '어른', '공항', '매표소', '형식', '주머니', '성적', '퉁퉁', '언덕', '스탠드', '패러글라이딩', '장아찌', '어린이집', '긍정', '침실', '정원', '짬뽕', '달라', '비행', '대회', '레이캬비크', '절벽', '사랑둥이', '드라이어', '아이슬란드', '스레', '학교', '내복', '성당', '마테라', '잘못', '실어', '아쉬움', '동요', '울면', '하필', '정신', '이끼', '환승', '창의', '눈빛', '조카', '처지', '호스트', '포스터', '무지개']","[('여행', 26), ('육아', 22), ('헬스', 13), ('인테리어', 12), ('뷰티', 8), ('펫', 6), ('푸드', 5)]",여행
fencing2020,4232,"['축하', '숙소', '유치원', '근력', '몇번', '여의도', '멘토', '버닝', '코치', '법인', '여보', '화이팅', '부상', '발전', '아동복', '첫째', '곳곳', '청과', '여행기', '스쿼트', '향후', '교류', '다짐', '변형', '동영상', '발달', '토요일', '소모', '최선', '체육회', '덤벨', '체인', '신임', '아빠', '생일케이크', '국민', '도대체', '내일', '기구', '개월', '오늘이', '회의', '랭킹', '언제', '통증', '영광', '선수', '재활', '학습', '신체', '대회', '노장', '공부', '활동', '티셔츠', '스케쥴', '창작', '특별상', '플랭크', '장비', '콘텐츠', '이형', '피트니스', '어깨', '부문', '당일치기', '트레이닝', '요가', '트래킹', '출전', '동화책', '획득', '교정', '성적', '입양', '유청', '서일', '맨몸', '주원장', '단어', '흥이', '둘째', '주최', '하체', '키즈', '학교', '무대', '범위', '정신', '동기부여', '속초', '데드리프트', '조카', '초등학교', '어린이', '체육', '호흡', '미술', '고기', '부모', '땅콩', '조기', '습관', '동작', '유목민', '가요', '여자아이', '난리', '리딩', '며느리', '축적', '군인', '스포츠스타', '헬스장', '설정', '목표', '에이스', '스팟', '적당량', '미국', '위원', '메이트', '사물인터넷', '달라', '블록', '코인', '투어', '근육', '교육', '세분', '몸짱', '강사', '트레이너']","[('헬스', 56), ('육아', 46), ('뷰티', 12), ('여행', 8), ('푸드', 5), ('인테리어', 4), ('패션', 1), ('펫', 1)]",헬스
stella_jang0615,2432,"['인내', '욕심', '영어', '축하', '유치원', '스승', '아빠', '메이크업', '고기', '에센스', '멘토', '국민', '베니스', '고양이', '도대체', '가요', '화이팅', '내일', '뮤지컬', '컬처', '서류', '원피스', '겸손', '대기', '가슴', '트레이닝', '자동', '함평', '언제', '웃어요', '영광', '침실', '우리엄마', '존경', '정원', '아기', '등교', '이드', '주최', '캐릭터', '토요일', '학교', '공부', '투어', '불법', '취항', '상무지구', '이징', '교육', '강사', '월요일']","[('헬스', 18), ('육아', 16), ('뷰티', 6), ('여행', 5), ('푸드', 2), ('펫', 2), ('패션', 1), ('인테리어', 1)]",-
miloy9,4459,"['숙소', '유치원', '여의도', '침대', '성병숙', '제주도', '볶음', '컬처', '지능', '마술', '자켓', '유아', '식탁', '여기저기', '요트', '최로운', '신생아', '웨딩링', '라이프스타일', '이상민', '도수', '토마토', '여행사진', '수복', '분유', '야경', '척추', '초등', '이징', '서든', '한글', '아빠', '동복', '국민', '놀이', '내일', '뮤지컬', '매트리스', '너희', '가구', '출산', '개월', '아스타', '오늘이', '도서', '언제', '침실', '선수', '줌마', '전망대', '권해효', '공부', '독서', '활동', '이재용', '월요일', '그네', '주부', '호접몽', '벽화', '누리', '동치미', '장비', '필수품', '송새벽', '꼬우', '당일치기', '송혜교', '책방', '미디어', '육아', '아기', '체중', '주최', '설연휴', '요구르트', '키즈', '학교', '목살', '껍데기', '침구', '무대', '갈비탕', '주현지', '영어', '어린이', '소통', '육아용품', '쫀쫀', '메이크업', '고기', '에센스', '돌잔치', '임상실험', '불빛', '하트', '가요', '쫄면', '오사카', '취지', '똥집', '조미료', '겨자', '양념', '면역', '데코', '닭강정', '미사', '어린이집', '떡볶이', '북스', '달라', '눈썹', '투어', '플래그', '교육', '피나무', '불고기', '강사', '정인기']","[('육아', 51), ('뷰티', 19), ('푸드', 16), ('여행', 13), ('헬스', 10), ('인테리어', 8), ('펫', 2), ('패션', 1)]",육아
_shopbong,3925,"['에프', '불량', '노폐물', '쥬베라진동클렌저', '이론', '클렌징', '몇번', '올인', '모공', '쫀쫀', '메이크업', '가가', '고기', '전쟁', '시술', '즉각', '슬림', '장시간', '화산', '지방', '립스틱', '도대체', '유목민', '필수품', '카메라', '화이팅', '내일', '임산부', '밀착', '마미', '오자', '윤기', '전부', '베이스', '피지', '다크', '개월', '비포', '츌러', '대기', '오늘이', '가슴', '번의', '설정', '일부러', '멘탈', '안감', '광채', '조심', '테크노', '언제', '도저히', '익선동', '추물', '모델링', '신생아', '핑베', '쥬베라', '자임', '달라', '아기', '조명', '딥클렌징', '변형', '스레', '토요일', '손등', '도포', '찰떡', '하필', '왼쪽', '트림', '쿨링감', '달걀', '보더', '홍조', '아이디', '색조', '아토', '월요일']","[('뷰티', 29), ('육아', 21), ('헬스', 18), ('여행', 5), ('푸드', 3), ('인테리어', 3), ('패션', 1)]",-
leoel.life,1728,"['하라', '건축', '미술', '콘솔', '스승', '고기', '몸소', '화이팅', '리빙', '증강현실', '옆구리', '자동', '멘탈', '코디', '어른', '티크', '언제', '성적', '미디어', '데코', '소신', '대리석', '라이프스타일', '조명', '해상도', '동경', '어린이날', '다짐', '키즈', '카페인', '학교', '공부', '옥션', '투어', '바닥재', '트렌치', '아르마니', '플래그', '정신', '슬슬', '캐러멜', '타투', '산소']","[('육아', 13), ('헬스', 11), ('인테리어', 9), ('뷰티', 5), ('푸드', 2), ('패션', 2), ('여행', 1)]",-
